journal,year,title,abstract,doi,relevance_score
bjir,2016,"Market Expansion and Social Dumping in Europe, edited by MagdalenaBernaciak. Routledge, London, 2015, 272 pp., ISBN: 978‐1‐13‐878714‐8, Price $145.00, hardback",NA,https://doi.org/10.1111/bjir.12176,0.46528843
ej,2015,Keynesian Controversies on Wages,"In The General Theory, Keynes advanced two hypotheses about movements in wages and urged their empirical investigation. John Dunlop, Lorie Tarshis and Henry Richardson responded to this call with articles published in the Economic Journal in the late 1930s. In turn, Keynes replied to their findings. This exchange is described and the subsequent literature on the cyclical movement of real wages and the rigidity of money wages is outlined.",https://doi.org/10.1111/ecoj.12201,0.46251565
jpam,2010,The need for institutions,NA,https://doi.org/10.1002/pam.20515,0.45554948
jpam,2010,Expanding work programs in child support: Whether and how,NA,https://doi.org/10.1002/pam.20511,0.45554948
ei,2016,UNDERSTANDING THE COSTS OF CONSUMER DURABLE ADJUSTMENTS,"This article examines whether adjustment frictions help account for the patterns of household consumption expenditures observed in the Consumer Expenditure Survey, namely, that the variance of log durable expenditure is four times larger than that of log nondurable expenditure for annual data and this gap substantially widens for quarterly data. Estimating a structural model of household consumption with nondurable and durable goods with the simulated method of moments, I find that the fixed costs associated with durable adjustments are important in matching the cross‐sectional moments. Using the estimated model, I also examine the response of nondurable and durable expenditures to income shocks. ( JEL D12, D91, E21)",https://doi.org/10.1111/ecin.12333,0.4469325
bjir,2016,"Worker Resistance and Media: Challenging Global Corporate Power in the 21st Century, by LinaDencik and PeterWilkin. Peter Lang, New York, 2015, 260 pp., ISBN 9781433124990, £98.00, hardback.",NA,https://doi.org/10.1111/bjir.12178,0.44568282
aejp,2016,Political Economy of Redistribution in the United States in the Aftermath of World War II—Evidence and Theory,"We present legislative, historical and statistical evidence of a substantial upward ratchet in transfers and taxes in the US due to World War II. This finding is explained within a political-economy framework with defense spending responding to a war threat and a median voter in the population who interacts with a (richer) agenda setter in Congress in setting redistribution. While the setter managed to cap redistribution before the War, the War itself raised the status quo tax burden and improved tax collection technology, strengthening the bargaining power of the median voter as defense spending receded. This permanently raised the level of redistribution. (JEL D72, H11, H23, H56, N32, N42)",https://doi.org/10.1257/pol.20140193,0.4345571
ir,2018,The Relationship Between Union Membership and Net Fiscal Impact,"This paper develops the first evidence on how individuals’ union membership status affects their net fiscal impact, the difference between taxes they pay and cost of public benefits they receive, enriching our understanding of how labor relations interacts with public economics. Current Population Survey data between 1994 and 2015 in pooled cross‐sections and individual first‐difference models yield evidence that union membership has a positive net fiscal impact through the worker‐level channels studied.",https://doi.org/10.1111/irel.12224,0.41570655
bjir,2011,Union Revitalization in Advanced Economies. Assessing the Contribution of Union Organizing - Edited by Gregor Gall,NA,https://doi.org/10.1111/j.1467-8543.2010.00843_5.x,0.4056512
bjir,2011,"Managing the Margins - Gender, Citizenship, and the International Regulation of Precarious Employment - By Leah F Vosko",NA,https://doi.org/10.1111/j.1467-8543.2010.00843_4.x,0.4056512
bjir,2011,What's the Point of Industrial Relations? In Defence of Critical Social Science - Edited by Ralph Darlington,NA,https://doi.org/10.1111/j.1467-8543.2010.00842_8.x,0.40189028
bjir,2011,"Managing in the Modern Corporation: The Intensification of Managerial Work in the USA, UK and Japan - By John Hassard, Leo McCann and Jonathan Morris",NA,https://doi.org/10.1111/j.1467-8543.2010.00843_8.x,0.40189028
bjir,2012,Working Life: Renewing Labour Process Analysis – Edited by Paul Thompson and Chris Smith,NA,https://doi.org/10.1111/j.1467-8543.2011.00879_4.x,0.3552165
bjir,2012,From Servants to Workers - South African Domestic Workers and the Democratic State - By Shireen Ally,NA,https://doi.org/10.1111/j.1467-8543.2011.00879_2.x,0.3535735
bjir,2012,Power in Coalition — Strategies for Strong Unions and Social Change – By Amanda Tattersall,NA,https://doi.org/10.1111/j.1467-8543.2011.00879.x,0.3535735
ilr,2017,Book Review: On <i>Myth and Measurement</i>,NA,https://doi.org/10.1177/0019793917696309c,0.31874976
ilr,2017,Book Review: <i>Myth and Measurement</i> by David Card and Alan B. Krueger: Introduction to a Retrospective Symposium,NA,https://doi.org/10.1177/0019793917696309,0.3158684
ilr,2011,"Book Review: Globalization, Employment, and Labor Standards: Labor in the Era of Globalization",NA,https://doi.org/10.1177/001979391106400410,0.30145895
ir,2015,"Selected by the Institute for Research on Labor and Employment Library University of California, Berkeley",NA,https://doi.org/10.1111/irel.12114,0.29652524
ilr,2014,Introduction to the U.S. Department of Labor Centennial Symposium,NA,https://doi.org/10.1177/00197939140670s301,0.2964606
le,2014,"Comments on ""What do labor market institutions do?""",NA,https://doi.org/10.1016/j.labeco.2014.07.013,0.2905312
ilr,2010,Book Review: Labor and Employment Law: Regoverning the Workplace: From Self-Regulation to Co-Regulation,NA,https://doi.org/10.1177/001979391006400112,0.28905222
